OP;                                                                  CPU; GPU; HPU; COMPOUND; DI_DE; MISSING; TERT; IN_TOPOS; COUNT; TOPOS_LIST
aten::select_backward;                                               NO;  NO;  YES; NO;       DT_DT; NO;      NO;   NO;           0;
aten::select_backward.out;                                           NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::select_copy.int;                                               NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::select_copy.int_out;                                           NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::select_scatter;                                                NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::select_scatter.out;                                            NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::selu;                                                          NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::selu_;                                                         NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::set;                                                           NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::set.out;                                                       NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::set.source_Storage;                                            NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::set.source_Storage_out;                                        NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::set.source_Storage_storage_offset;                             NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::set.source_Storage_storage_offset_out;                         NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::set.source_Tensor;                                             NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::set.source_Tensor_out;                                         NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::set_;                                                          YES; YES; YES; NO;       DT_DF; NO;      NO;   NO;           0;
aten::set_.source_Storage;                                           YES; YES; YES; NO;       DT_DF; NO;      NO;   NO;           0;
aten::set_.source_Storage_storage_offset;                            YES; YES; YES; NO;       DT_DF; NO;      NO;   NO;           0;
aten::set_.source_Tensor;                                            YES; YES; YES; NO;       DT_DF; NO;      NO;   NO;           0;
aten::set_.source_Tensor_storage_offset;                             NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::set_data;                                                      NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::sgn;                                                           YES; YES; YES; NO;       DT_DT; NO;      NO;   NO;           0;
aten::sgn.out;                                                       YES; YES; YES; NO;       DT_DF; NO;      NO;   NO;           0;
aten::sgn_;                                                          YES; YES; YES; NO;       DT_DT; NO;      NO;   NO;           0;
aten::sigmoid;                                                       YES; YES; YES; NO;       DT_DT; NO;      YES;  YES;          2; dlrm_a, dlrm_github
aten::sigmoid.out;                                                   YES; YES; YES; NO;       DT_DF; NO;      NO;   NO;           0;
aten::sigmoid_;                                                      YES; YES; YES; NO;       DT_DT; NO;      YES;  NO;           0;
aten::sigmoid_backward;                                              YES; YES; YES; NO;       DT_DT; NO;      NO;   NO;           0;
aten::sigmoid_backward.grad_input;                                   YES; YES; YES; NO;       DT_DF; NO;      NO;   NO;           0;
aten::sign;                                                          YES; YES; YES; NO;       DT_DT; NO;      NO;   NO;           0;
aten::sign.out;                                                      YES; YES; YES; NO;       DT_DF; NO;      NO;   NO;           0;
aten::sign_;                                                         YES; YES; YES; NO;       DT_DT; NO;      NO;   NO;           0;
aten::signbit;                                                       YES; YES; YES; NO;       DT_DT; NO;      NO;   NO;           0;
aten::signbit.out;                                                   YES; YES; YES; NO;       DT_DF; NO;      NO;   NO;           0;
aten::silu;                                                          YES; YES; YES; NO;       DT_DT; NO;      NO;   NO;           0;
aten::silu.out;                                                      YES; YES; YES; NO;       DT_DF; NO;      NO;   NO;           0;
aten::silu_;                                                         YES; YES; YES; NO;       DT_DT; NO;      NO;   NO;           0;
aten::silu_backward;                                                 YES; YES; NO;  NO;       DT_DT; YES;     NO;   NO;           0;
aten::silu_backward.grad_input;                                      YES; YES; YES; NO;       DT_DF; NO;      NO;   NO;           0;
aten::sin;                                                           YES; YES; YES; NO;       DT_DT; NO;      YES;  NO;           0;
aten::sin.out;                                                       YES; YES; YES; NO;       DT_DF; NO;      NO;   NO;           0;
aten::sin_;                                                          YES; YES; YES; NO;       DT_DT; NO;      NO;   NO;           0;
aten::sinc;                                                          YES; YES; YES; NO;       DT_DT; NO;      NO;   NO;           0;
aten::sinc.out;                                                      YES; YES; YES; NO;       DT_DF; NO;      NO;   NO;           0;
aten::sinc_;                                                         YES; YES; YES; NO;       DT_DT; NO;      NO;   NO;           0;
aten::sinh;                                                          YES; YES; YES; NO;       DT_DT; NO;      YES;  NO;           0;
aten::sinh.out;                                                      YES; YES; YES; NO;       DT_DF; NO;      NO;   NO;           0;
aten::sinh_;                                                         YES; YES; YES; NO;       DT_DT; NO;      NO;   NO;           0;
aten::size.Dimname;                                                  NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::size.int;                                                      NO;  NO;  NO;  YES;      DF_DT; NO;      YES;  NO;           0;
aten::slice.Tensor;                                                  NO;  NO;  YES; NO;       DT_DT; NO;      YES;  YES;          3; dlrm_github, googlenet, inception_v3
aten::slice_backward;                                                NO;  NO;  YES; NO;       DT_DT; NO;      NO;   NO;           0;
aten::slice_backward.out;                                            NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::slice_copy.Tensor;                                             NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::slice_copy.Tensor_out;                                         NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::slice_scatter;                                                 NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::slice_scatter.out;                                             NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::slogdet;                                                       NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::slogdet.out;                                                   NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::slow_conv3d;                                                   NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::slow_conv3d.out;                                               NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::slow_conv3d_forward;                                           YES; NO;  NO;  NO;       DT_DF; NO;      NO;   NO;           0;
aten::slow_conv3d_forward.output;                                    YES; NO;  NO;  NO;       DT_DF; NO;      NO;   NO;           0;
aten::slow_conv_dilated2d;                                           YES; YES; NO;  NO;       DT_DF; YES;     NO;   NO;           0;
aten::slow_conv_dilated2d.out;                                       NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::slow_conv_dilated3d;                                           YES; YES; NO;  NO;       DT_DF; YES;     NO;   NO;           0;
aten::slow_conv_dilated3d.out;                                       NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::slow_conv_transpose2d;                                         YES; YES; NO;  NO;       DT_DT; YES;     NO;   NO;           0;
aten::slow_conv_transpose2d.out;                                     YES; YES; NO;  NO;       DT_DF; YES;     NO;   NO;           0;
aten::slow_conv_transpose3d;                                         YES; YES; NO;  NO;       DT_DF; YES;     NO;   NO;           0;
aten::slow_conv_transpose3d.out;                                     YES; YES; NO;  NO;       DT_DF; YES;     NO;   NO;           0;
aten::smm;                                                           NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::smooth_l1_loss;                                                YES; YES; YES; NO;       DT_DT; NO;      NO;   NO;           0;
aten::smooth_l1_loss.out;                                            YES; YES; YES; NO;       DT_DF; NO;      NO;   NO;           0;
aten::smooth_l1_loss_backward;                                       NO;  NO;  YES; NO;       DT_DT; NO;      NO;   NO;           0;
aten::smooth_l1_loss_backward.grad_input;                            YES; YES; YES; NO;       DT_DF; NO;      NO;   NO;           0;
aten::soft_margin_loss;                                              NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::soft_margin_loss.out;                                          NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::soft_margin_loss_backward;                                     NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::soft_margin_loss_backward.grad_input;                          NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::softmax.Dimname;                                               NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::softmax.int;                                                   NO;  NO;  YES; YES;      DF_DT; NO;      YES;  NO;           0;
aten::softmax.int_out;                                               NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::softplus;                                                      YES; YES; YES; NO;       DT_DT; NO;      NO;   NO;           0;
aten::softplus.out;                                                  YES; YES; YES; NO;       DT_DF; NO;      NO;   NO;           0;
aten::softplus_backward;                                             YES; YES; YES; NO;       DT_DT; NO;      NO;   NO;           0;
aten::softplus_backward.grad_input;                                  YES; YES; YES; NO;       DT_DF; NO;      NO;   NO;           0;
aten::softshrink;                                                    YES; YES; YES; NO;       DT_DT; NO;      NO;   NO;           0;
aten::softshrink.out;                                                YES; YES; YES; NO;       DT_DF; NO;      NO;   NO;           0;
aten::softshrink_backward;                                           YES; YES; YES; NO;       DT_DT; NO;      NO;   NO;           0;
aten::softshrink_backward.grad_input;                                YES; YES; YES; NO;       DT_DF; NO;      NO;   NO;           0;
aten::sort;                                                          NO;  NO;  YES; NO;       DT_DT; NO;      NO;   NO;           0;
aten::sort.dimname;                                                  NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::sort.dimname_stable;                                           NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::sort.dimname_values;                                           NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::sort.dimname_values_stable;                                    NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::sort.stable;                                                   YES; YES; YES; NO;       DT_DT; NO;      NO;   NO;           0;
aten::sort.values;                                                   NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::sort.values_stable;                                            YES; YES; YES; NO;       DT_DF; NO;      NO;   NO;           0;
aten::sparse_bsc_tensor.ccol_row_value;                              NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::sparse_bsc_tensor.ccol_row_value_size;                         NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::sparse_bsr_tensor.crow_col_value;                              NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::sparse_bsr_tensor.crow_col_value_size;                         NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::sparse_compressed_tensor.comp_plain_value;                     NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::sparse_compressed_tensor.comp_plain_value_size;                NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::sparse_coo_tensor.indices;                                     NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::sparse_coo_tensor.indices_size;                                NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::sparse_coo_tensor.size;                                        NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::sparse_coo_tensor.size_out;                                    NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::sparse_csc_tensor.ccol_row_value;                              NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::sparse_csc_tensor.ccol_row_value_size;                         NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::sparse_csr_tensor.crow_col_value;                              NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::sparse_csr_tensor.crow_col_value_size;                         NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::sparse_dim;                                                    YES; YES; NO;  NO;       DT_DF; YES;     NO;   NO;           0;
aten::sparse_mask;                                                   NO;  NO;  NO;  NO;       DT_DF; NO;      NO;   NO;           0;
aten::sparse_mask.out;                                               NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::sparse_resize;                                                 NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::sparse_resize.out;                                             NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::sparse_resize_;                                                NO;  NO;  NO;  NO;       DT_DF; NO;      NO;   NO;           0;
aten::sparse_resize_and_clear;                                       NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::sparse_resize_and_clear.out;                                   NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::sparse_resize_and_clear_;                                      NO;  NO;  NO;  NO;       DT_DF; NO;      NO;   NO;           0;
aten::sparse_sampled_addmm;                                          NO;  NO;  NO;  NO;       DT_DF; NO;      NO;   NO;           0;
aten::sparse_sampled_addmm.out;                                      NO;  NO;  NO;  NO;       DT_DF; NO;      NO;   NO;           0;
aten::special_airy_ai;                                               YES; YES; NO;  NO;       DT_DT; YES;     NO;   NO;           0;
aten::special_airy_ai.out;                                           YES; YES; NO;  NO;       DT_DF; YES;     NO;   NO;           0;
aten::special_bessel_j0;                                             YES; YES; NO;  NO;       DT_DT; YES;     NO;   NO;           0;
aten::special_bessel_j0.out;                                         YES; YES; NO;  NO;       DT_DF; YES;     NO;   NO;           0;
aten::special_bessel_j1;                                             YES; YES; NO;  NO;       DT_DT; YES;     NO;   NO;           0;
aten::special_bessel_j1.out;                                         YES; YES; NO;  NO;       DT_DF; YES;     NO;   NO;           0;
aten::special_bessel_y0;                                             YES; YES; NO;  NO;       DT_DT; YES;     NO;   NO;           0;
aten::special_bessel_y0.out;                                         YES; YES; NO;  NO;       DT_DF; YES;     NO;   NO;           0;
aten::special_bessel_y1;                                             YES; YES; NO;  NO;       DT_DT; YES;     NO;   NO;           0;
aten::special_bessel_y1.out;                                         YES; YES; NO;  NO;       DT_DF; YES;     NO;   NO;           0;
aten::special_chebyshev_polynomial_t;                                YES; YES; NO;  NO;       DT_DT; YES;     NO;   NO;           0;
aten::special_chebyshev_polynomial_t.n_scalar;                       NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::special_chebyshev_polynomial_t.n_scalar_out;                   NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::special_chebyshev_polynomial_t.out;                            YES; YES; NO;  NO;       DT_DF; YES;     NO;   NO;           0;
aten::special_chebyshev_polynomial_t.x_scalar;                       NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::special_chebyshev_polynomial_t.x_scalar_out;                   NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::special_chebyshev_polynomial_u;                                YES; YES; NO;  NO;       DT_DT; YES;     NO;   NO;           0;
aten::special_chebyshev_polynomial_u.n_scalar;                       NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::special_chebyshev_polynomial_u.n_scalar_out;                   NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::special_chebyshev_polynomial_u.out;                            YES; YES; NO;  NO;       DT_DF; YES;     NO;   NO;           0;
aten::special_chebyshev_polynomial_u.x_scalar;                       NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::special_chebyshev_polynomial_u.x_scalar_out;                   NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::special_chebyshev_polynomial_v;                                YES; YES; NO;  NO;       DT_DT; YES;     NO;   NO;           0;
aten::special_chebyshev_polynomial_v.n_scalar;                       NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::special_chebyshev_polynomial_v.n_scalar_out;                   NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::special_chebyshev_polynomial_v.out;                            YES; YES; NO;  NO;       DT_DF; YES;     NO;   NO;           0;
aten::special_chebyshev_polynomial_v.x_scalar;                       NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::special_chebyshev_polynomial_v.x_scalar_out;                   NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::special_chebyshev_polynomial_w;                                YES; YES; NO;  NO;       DT_DT; YES;     NO;   NO;           0;
aten::special_chebyshev_polynomial_w.n_scalar;                       NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::special_chebyshev_polynomial_w.n_scalar_out;                   NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::special_chebyshev_polynomial_w.out;                            YES; YES; NO;  NO;       DT_DF; YES;     NO;   NO;           0;
aten::special_chebyshev_polynomial_w.x_scalar;                       NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::special_chebyshev_polynomial_w.x_scalar_out;                   NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::special_digamma;                                               NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::special_digamma.out;                                           NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::special_entr;                                                  YES; YES; YES; NO;       DT_DT; NO;      NO;   NO;           0;
aten::special_entr.out;                                              YES; YES; YES; NO;       DT_DF; NO;      NO;   NO;           0;
aten::special_erf;                                                   NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::special_erf.out;                                               NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::special_erfc;                                                  NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::special_erfc.out;                                              NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::special_erfcx;                                                 YES; YES; NO;  NO;       DT_DT; YES;     NO;   NO;           0;
aten::special_erfcx.out;                                             YES; YES; NO;  NO;       DT_DF; YES;     NO;   NO;           0;
aten::special_erfinv;                                                NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::special_erfinv.out;                                            NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::special_exp2;                                                  NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::special_exp2.out;                                              NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::special_expit;                                                 NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::special_expit.out;                                             NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::special_expm1;                                                 NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::special_expm1.out;                                             NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::special_gammainc;                                              NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::special_gammainc.out;                                          NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::special_gammaincc;                                             NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::special_gammaincc.out;                                         NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::special_gammaln;                                               NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::special_gammaln.out;                                           NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::special_hermite_polynomial_h;                                  YES; YES; NO;  NO;       DT_DT; YES;     NO;   NO;           0;
aten::special_hermite_polynomial_h.n_scalar;                         NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::special_hermite_polynomial_h.n_scalar_out;                     NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::special_hermite_polynomial_h.out;                              YES; YES; NO;  NO;       DT_DF; YES;     NO;   NO;           0;
aten::special_hermite_polynomial_h.x_scalar;                         NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::special_hermite_polynomial_h.x_scalar_out;                     NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::special_hermite_polynomial_he;                                 YES; YES; NO;  NO;       DT_DT; YES;     NO;   NO;           0;
aten::special_hermite_polynomial_he.n_scalar;                        NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::special_hermite_polynomial_he.n_scalar_out;                    NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::special_hermite_polynomial_he.out;                             YES; YES; NO;  NO;       DT_DF; YES;     NO;   NO;           0;
aten::special_hermite_polynomial_he.x_scalar;                        NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::special_hermite_polynomial_he.x_scalar_out;                    NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::special_i0;                                                    NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::special_i0.out;                                                NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::special_i0e;                                                   YES; YES; NO;  NO;       DT_DT; YES;     NO;   NO;           0;
aten::special_i0e.out;                                               YES; YES; NO;  NO;       DT_DF; YES;     NO;   NO;           0;
aten::special_i1;                                                    YES; YES; NO;  NO;       DT_DT; YES;     NO;   NO;           0;
aten::special_i1.out;                                                YES; YES; NO;  NO;       DT_DF; YES;     NO;   NO;           0;
aten::special_i1e;                                                   YES; YES; NO;  NO;       DT_DT; YES;     NO;   NO;           0;
aten::special_i1e.out;                                               YES; YES; NO;  NO;       DT_DF; YES;     NO;   NO;           0;
aten::special_laguerre_polynomial_l;                                 YES; YES; NO;  NO;       DT_DT; YES;     NO;   NO;           0;
aten::special_laguerre_polynomial_l.n_scalar;                        NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::special_laguerre_polynomial_l.n_scalar_out;                    NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::special_laguerre_polynomial_l.out;                             YES; YES; NO;  NO;       DT_DF; YES;     NO;   NO;           0;
aten::special_laguerre_polynomial_l.x_scalar;                        NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::special_laguerre_polynomial_l.x_scalar_out;                    NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::special_legendre_polynomial_p;                                 YES; YES; NO;  NO;       DT_DT; YES;     NO;   NO;           0;
aten::special_legendre_polynomial_p.n_scalar;                        NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::special_legendre_polynomial_p.n_scalar_out;                    NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::special_legendre_polynomial_p.out;                             YES; YES; NO;  NO;       DT_DF; YES;     NO;   NO;           0;
aten::special_legendre_polynomial_p.x_scalar;                        NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::special_legendre_polynomial_p.x_scalar_out;                    NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::special_log1p;                                                 NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::special_log1p.out;                                             NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::special_log_ndtr;                                              YES; YES; NO;  NO;       DT_DT; YES;     NO;   NO;           0;
aten::special_log_ndtr.out;                                          YES; YES; NO;  NO;       DT_DF; YES;     NO;   NO;           0;
aten::special_log_softmax;                                           NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::special_logit;                                                 NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::special_logit.out;                                             NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::special_logsumexp;                                             NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::special_logsumexp.out;                                         NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::special_modified_bessel_i0;                                    YES; YES; NO;  NO;       DT_DT; YES;     NO;   NO;           0;
aten::special_modified_bessel_i0.out;                                YES; YES; NO;  NO;       DT_DF; YES;     NO;   NO;           0;
aten::special_modified_bessel_i1;                                    YES; YES; NO;  NO;       DT_DT; YES;     NO;   NO;           0;
aten::special_modified_bessel_i1.out;                                YES; YES; NO;  NO;       DT_DF; YES;     NO;   NO;           0;
aten::special_modified_bessel_k0;                                    YES; YES; NO;  NO;       DT_DT; YES;     NO;   NO;           0;
aten::special_modified_bessel_k0.out;                                YES; YES; NO;  NO;       DT_DF; YES;     NO;   NO;           0;
aten::special_modified_bessel_k1;                                    YES; YES; NO;  NO;       DT_DT; YES;     NO;   NO;           0;
aten::special_modified_bessel_k1.out;                                YES; YES; NO;  NO;       DT_DF; YES;     NO;   NO;           0;
aten::special_multigammaln;                                          NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::special_multigammaln.out;                                      NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::special_ndtr;                                                  NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::special_ndtr.out;                                              NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::special_ndtri;                                                 YES; YES; NO;  NO;       DT_DT; YES;     NO;   NO;           0;
aten::special_ndtri.out;                                             YES; YES; NO;  NO;       DT_DF; YES;     NO;   NO;           0;
aten::special_polygamma;                                             NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::special_polygamma.out;                                         NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::special_psi;                                                   NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::special_psi.out;                                               NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::special_round;                                                 NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::special_round.out;                                             NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::special_scaled_modified_bessel_k0;                             YES; YES; NO;  NO;       DT_DT; YES;     NO;   NO;           0;
aten::special_scaled_modified_bessel_k0.out;                         YES; YES; NO;  NO;       DT_DF; YES;     NO;   NO;           0;
aten::special_scaled_modified_bessel_k1;                             YES; YES; NO;  NO;       DT_DT; YES;     NO;   NO;           0;
aten::special_scaled_modified_bessel_k1.out;                         YES; YES; NO;  NO;       DT_DF; YES;     NO;   NO;           0;
aten::special_shifted_chebyshev_polynomial_t;                        YES; YES; NO;  NO;       DT_DT; YES;     NO;   NO;           0;
aten::special_shifted_chebyshev_polynomial_t.n_scalar;               NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::special_shifted_chebyshev_polynomial_t.n_scalar_out;           NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::special_shifted_chebyshev_polynomial_t.out;                    YES; YES; NO;  NO;       DT_DF; YES;     NO;   NO;           0;
aten::special_shifted_chebyshev_polynomial_t.x_scalar;               NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::special_shifted_chebyshev_polynomial_t.x_scalar_out;           NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::special_shifted_chebyshev_polynomial_u;                        YES; YES; NO;  NO;       DT_DT; YES;     NO;   NO;           0;
aten::special_shifted_chebyshev_polynomial_u.n_scalar;               NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::special_shifted_chebyshev_polynomial_u.n_scalar_out;           NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::special_shifted_chebyshev_polynomial_u.out;                    YES; YES; NO;  NO;       DT_DF; YES;     NO;   NO;           0;
aten::special_shifted_chebyshev_polynomial_u.x_scalar;               NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
