OP;                                                                  CPU; GPU; HPU; COMPOUND; DI_DE; MISSING; TERT; IN_TOPOS; COUNT; TOPOS_LIST
_quantized::linear_dynamic;                                          YES; NO;  NO;  NA;       NA;    NO;      NO;   NO;           0;
_quantized::linear_prepack_fp16;                                     YES; NO;  NO;  NA;       NA;    NO;      NO;   NO;           0;
_quantized::linear_prepack_fp16_legacy;                              YES; NO;  NO;  NA;       NA;    NO;      NO;   NO;           0;
aten::__and__.Scalar;                                                NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::__and__.Tensor;                                                NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::__iand__.Scalar;                                               NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::__iand__.Tensor;                                               NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::__ilshift__.Scalar;                                            YES; YES; YES; NO;       DT_DF; NO;      NO;   NO;           0;
aten::__ilshift__.Tensor;                                            YES; YES; YES; NO;       DT_DF; NO;      NO;   NO;           0;
aten::__ior__.Scalar;                                                NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::__ior__.Tensor;                                                NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::__irshift__.Scalar;                                            YES; YES; YES; NO;       DT_DF; NO;      NO;   NO;           0;
aten::__irshift__.Tensor;                                            YES; YES; YES; NO;       DT_DF; NO;      NO;   NO;           0;
aten::__ixor__.Scalar;                                               NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::__ixor__.Tensor;                                               NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::__lshift__.Scalar;                                             YES; YES; YES; NO;       DT_DF; NO;      NO;   NO;           0;
aten::__lshift__.Scalar_out;                                         NO;  NO;  YES; NO;       DT_DT; NO;      NO;   NO;           0;
aten::__lshift__.Tensor;                                             YES; YES; YES; NO;       DT_DF; NO;      NO;   NO;           0;
aten::__lshift__.Tensor_out;                                         NO;  NO;  YES; NO;       DT_DT; NO;      NO;   NO;           0;
aten::__or__.Scalar;                                                 NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::__or__.Tensor;                                                 NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::__rshift__.Scalar;                                             YES; YES; YES; NO;       DT_DF; NO;      NO;   NO;           0;
aten::__rshift__.Scalar_out;                                         NO;  NO;  YES; NO;       DT_DT; NO;      NO;   NO;           0;
aten::__rshift__.Tensor;                                             YES; YES; YES; NO;       DT_DF; NO;      NO;   NO;           0;
aten::__rshift__.Tensor_out;                                         NO;  NO;  YES; NO;       DT_DT; NO;      NO;   NO;           0;
aten::__xor__.Scalar;                                                NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::__xor__.Tensor;                                                NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::_adaptive_avg_pool2d;                                          YES; YES; YES; NO;       DT_DF; NO;      NO;   NO;           0;
aten::_adaptive_avg_pool2d.out;                                      NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::_adaptive_avg_pool2d_backward;                                 YES; YES; YES; NO;       DT_DF; NO;      NO;   NO;           0;
aten::_adaptive_avg_pool2d_backward.out;                             NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::_adaptive_avg_pool3d;                                          YES; YES; YES; NO;       DT_DF; NO;      NO;   NO;           0;
aten::_adaptive_avg_pool3d.out;                                      NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::_adaptive_avg_pool3d_backward;                                 YES; YES; NO;  NO;       DT_DF; YES;     NO;   NO;           0;
aten::_adaptive_avg_pool3d_backward.out;                             NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::_add_batch_dim;                                                NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::_add_relu.Scalar;                                              YES; NO;  NO;  NO;       DT_DF; NO;      NO;   NO;           0;
aten::_add_relu.Scalar_out;                                          NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::_add_relu.Tensor;                                              YES; NO;  NO;  NO;       DT_DF; NO;      NO;   NO;           0;
aten::_add_relu.out;                                                 YES; NO;  NO;  NO;       DT_DF; NO;      NO;   NO;           0;
aten::_add_relu_.Scalar;                                             YES; NO;  NO;  NO;       DT_DF; NO;      NO;   NO;           0;
aten::_add_relu_.Tensor;                                             YES; NO;  NO;  NO;       DT_DF; NO;      NO;   NO;           0;
aten::_addmm_activation;                                             YES; YES; NO;  NO;       DT_DT; YES;     NO;   NO;           0;
aten::_addmm_activation.out;                                         YES; YES; NO;  NO;       DT_DF; YES;     NO;   NO;           0;
aten::_aminmax;                                                      YES; YES; NO;  NO;       DT_DF; YES;     NO;   NO;           0;
aten::_aminmax.dim;                                                  YES; YES; NO;  NO;       DT_DF; YES;     NO;   NO;           0;
aten::_aminmax.dim_out;                                              NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::_aminmax.out;                                                  NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::_amp_foreach_non_finite_check_and_unscale;                     NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::_amp_foreach_non_finite_check_and_unscale.out;                 NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::_amp_foreach_non_finite_check_and_unscale_;                    NO;  YES; NO;  NO;       DT_DF; YES;     NO;   NO;           0;
aten::_amp_update_scale;                                             NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::_amp_update_scale.out;                                         NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::_amp_update_scale_;                                            NO;  YES; NO;  NO;       DT_DF; YES;     NO;   NO;           0;
aten::_assert_async;                                                 YES; YES; YES; NO;       DT_DF; NO;      NO;   NO;           0;
aten::_assert_async.msg;                                             YES; YES; NO;  NO;       DT_DF; YES;     NO;   NO;           0;
aten::_assert_tensor_metadata;                                       NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::_autocast_to_full_precision;                                   NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::_autocast_to_reduced_precision;                                NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::_backward;                                                     NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::_batch_norm_impl_index;                                        NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::_batch_norm_impl_index_backward;                               NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::_cast_Byte;                                                    NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::_cast_Char;                                                    NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::_cast_Double;                                                  NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::_cast_Float;                                                   NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::_cast_Half;                                                    NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::_cast_Int;                                                     NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::_cast_Long;                                                    NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::_cast_Short;                                                   NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::_cdist_backward;                                               YES; YES; NO;  NO;       DT_DF; YES;     NO;   NO;           0;
aten::_cdist_backward.out;                                           NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::_cdist_forward;                                                YES; YES; NO;  NO;       DT_DF; YES;     NO;   NO;           0;
aten::_cdist_forward.out;                                            NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::_cholesky_solve_helper;                                        YES; YES; NO;  NO;       DT_DF; YES;     NO;   NO;           0;
aten::_cholesky_solve_helper.out;                                    NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::_choose_qparams_per_tensor;                                    NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::_coalesce;                                                     NO;  NO;  NO;  NO;       DT_DF; NO;      NO;   NO;           0;
aten::_coalesce.out;                                                 NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::_coalesced;                                                    NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::_coalesced.out;                                                NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::_coalesced_;                                                   NO;  NO;  NO;  NO;       DT_DF; NO;      NO;   NO;           0;
aten::_compute_linear_combination;                                   YES; YES; NO;  NO;       DT_DF; YES;     NO;   NO;           0;
aten::_compute_linear_combination.out;                               YES; YES; NO;  NO;       DT_DF; YES;     NO;   NO;           0;
aten::_conj;                                                         NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::_conj_copy;                                                    NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::_conj_copy.out;                                                NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::_conj_physical;                                                NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::_conj_physical.out;                                            NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::_conv_depthwise2d;                                             NO;  YES; NO;  NO;       DT_DF; YES;     NO;   NO;           0;
aten::_conv_depthwise2d.out;                                         NO;  YES; NO;  NO;       DT_DF; YES;     NO;   NO;           0;
aten::_convert_indices_from_coo_to_csr;                              YES; YES; NO;  NO;       DT_DT; YES;     NO;   NO;           0;
aten::_convert_indices_from_coo_to_csr.out;                          YES; YES; NO;  NO;       DT_DF; YES;     NO;   NO;           0;
aten::_convert_indices_from_csr_to_coo;                              YES; YES; NO;  NO;       DT_DT; YES;     NO;   NO;           0;
aten::_convert_indices_from_csr_to_coo.out;                          YES; YES; NO;  NO;       DT_DF; YES;     NO;   NO;           0;
aten::_convert_weight_to_int4pack;                                   NO;  YES; NO;  NO;       DT_DF; YES;     NO;   NO;           0;
aten::_convolution;                                                  NO;  NO;  NO;  NO;       DT_DT; NO;      YES;  NO;           0;
aten::_convolution.deprecated;                                       NO;  NO;  NO;  YES;      DF_DT; NO;      YES;  NO;           0;
aten::_convolution.out;                                              NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::_convolution_double_backward;                                  NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::_convolution_mode;                                             NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::_copy_from;                                                    NO;  NO;  YES; NO;       DT_DF; NO;      NO;   NO;           0;
aten::_copy_from.out;                                                NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::_copy_from_and_resize;                                         NO;  NO;  YES; NO;       DT_DF; NO;      NO;   NO;           0;
aten::_copy_from_and_resize.out;                                     NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::_cslt_compress;                                                NO;  YES; NO;  NO;       DT_DF; YES;     NO;   NO;           0;
aten::_cslt_sparse_mm;                                               NO;  YES; NO;  NO;       DT_DF; YES;     NO;   NO;           0;
aten::_ctc_loss;                                                     YES; YES; NO;  NO;       DT_DF; YES;     NO;   NO;           0;
aten::_ctc_loss.Tensor;                                              YES; YES; NO;  NO;       DT_DF; YES;     NO;   NO;           0;
aten::_ctc_loss.Tensor_out;                                          NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::_ctc_loss.out;                                                 NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::_ctc_loss_backward;                                            YES; YES; NO;  NO;       DT_DF; YES;     NO;   NO;           0;
aten::_ctc_loss_backward.Tensor;                                     YES; YES; NO;  NO;       DT_DF; YES;     NO;   NO;           0;
aten::_ctc_loss_backward.out;                                        NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::_cudnn_ctc_loss;                                               NO;  YES; NO;  NO;       DT_DF; YES;     NO;   NO;           0;
aten::_cudnn_ctc_loss.Tensor;                                        NO;  YES; NO;  NO;       DT_DF; YES;     NO;   NO;           0;
aten::_cudnn_ctc_loss.out;                                           NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::_cudnn_init_dropout_state;                                     NO;  YES; NO;  NO;       DT_DF; YES;     NO;   NO;           0;
aten::_cudnn_init_dropout_state.out;                                 NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::_cudnn_rnn;                                                    NO;  YES; NO;  NO;       DT_DF; YES;     NO;   NO;           0;
aten::_cudnn_rnn.out;                                                NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::_cudnn_rnn_backward;                                           NO;  YES; NO;  NO;       DT_DF; YES;     NO;   NO;           0;
aten::_cudnn_rnn_backward.out;                                       NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::_cudnn_rnn_flatten_weight;                                     NO;  YES; NO;  NO;       DT_DF; YES;     NO;   NO;           0;
aten::_cudnn_rnn_flatten_weight.out;                                 NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::_cufft_clear_plan_cache;                                       NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::_cufft_get_plan_cache_max_size;                                NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::_cufft_get_plan_cache_size;                                    NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::_cufft_set_plan_cache_max_size;                                NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::_cummax_helper;                                                YES; YES; NO;  NO;       DT_DF; YES;     NO;   NO;           0;
aten::_cummin_helper;                                                YES; YES; NO;  NO;       DT_DF; YES;     NO;   NO;           0;
aten::_debug_has_internal_overlap;                                   NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::_dimI;                                                         NO;  NO;  NO;  NO;       DT_DF; NO;      NO;   NO;           0;
aten::_dimV;                                                         NO;  NO;  NO;  NO;       DT_DF; NO;      NO;   NO;           0;
aten::_dim_arange;                                                   NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::_dirichlet_grad;                                               YES; YES; NO;  NO;       DT_DF; YES;     NO;   NO;           0;
aten::_dirichlet_grad.out;                                           NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::_efficient_attention_backward;                                 NO;  YES; NO;  NO;       DT_DF; YES;     NO;   NO;           0;
aten::_efficient_attention_forward;                                  NO;  YES; NO;  NO;       DT_DF; YES;     NO;   NO;           0;
aten::_efficientzerotensor;                                          YES; YES; YES; NO;       DT_DF; NO;      NO;   NO;           0;
aten::_efficientzerotensor.out;                                      NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::_embedding_bag;                                                YES; YES; NO;  NO;       DT_DF; YES;     NO;   NO;           0;
aten::_embedding_bag.out;                                            NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::_embedding_bag_backward;                                       NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::_embedding_bag_dense_backward;                                 YES; YES; NO;  NO;       DT_DF; YES;     NO;   NO;           0;
aten::_embedding_bag_dense_backward.out;                             NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::_embedding_bag_forward_only;                                   YES; YES; NO;  NO;       DT_DF; YES;     NO;   NO;           0;
aten::_embedding_bag_forward_only.out;                               NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::_embedding_bag_per_sample_weights_backward;                    YES; YES; NO;  NO;       DT_DF; YES;     NO;   NO;           0;
aten::_embedding_bag_per_sample_weights_backward.out;                NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::_embedding_bag_sparse_backward;                                NO;  NO;  NO;  YES;      DF_DT; NO;      NO;   NO;           0;
aten::_empty_affine_quantized;                                       YES; NO;  NO;  NO;       DT_DF; NO;      NO;   NO;           0;
aten::_empty_affine_quantized.out;                                   NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::_empty_per_channel_affine_quantized;                           YES; NO;  NO;  NO;       DT_DF; NO;      NO;   NO;           0;
aten::_empty_per_channel_affine_quantized.out;                       NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::_euclidean_dist;                                               NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::_euclidean_dist.out;                                           NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::_fake_quantize_learnable_per_channel_affine;                   YES; YES; NO;  NO;       DT_DF; YES;     NO;   NO;           0;
aten::_fake_quantize_learnable_per_channel_affine.out;               NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::_fake_quantize_learnable_per_channel_affine_backward;          YES; YES; NO;  NO;       DT_DF; YES;     NO;   NO;           0;
aten::_fake_quantize_learnable_per_tensor_affine;                    YES; YES; NO;  NO;       DT_DF; YES;     NO;   NO;           0;
aten::_fake_quantize_learnable_per_tensor_affine.out;                NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::_fake_quantize_learnable_per_tensor_affine_backward;           YES; YES; NO;  NO;       DT_DF; YES;     NO;   NO;           0;
aten::_fake_quantize_per_tensor_affine_cachemask_tensor_qparams;     YES; YES; NO;  NO;       DT_DF; YES;     NO;   NO;           0;
aten::_fake_quantize_per_tensor_affine_cachemask_tensor_qparams.out; NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::_fft_c2c;                                                      YES; YES; NO;  NO;       DT_DF; YES;     NO;   NO;           0;
aten::_fft_c2c.out;                                                  YES; YES; NO;  NO;       DT_DF; YES;     NO;   NO;           0;
aten::_fft_c2r;                                                      YES; YES; NO;  NO;       DT_DF; YES;     NO;   NO;           0;
aten::_fft_c2r.out;                                                  YES; YES; NO;  NO;       DT_DF; YES;     NO;   NO;           0;
aten::_fft_r2c;                                                      YES; YES; NO;  NO;       DT_DF; YES;     NO;   NO;           0;
aten::_fft_r2c.out;                                                  YES; YES; NO;  NO;       DT_DF; YES;     NO;   NO;           0;
aten::_fill_mem_eff_dropout_mask_;                                   NO;  YES; NO;  NO;       DT_DF; YES;     NO;   NO;           0;
aten::_flash_attention_backward;                                     NO;  YES; NO;  NO;       DT_DF; YES;     NO;   NO;           0;
aten::_flash_attention_forward;                                      NO;  YES; NO;  NO;       DT_DF; YES;     NO;   NO;           0;
aten::_foobar;                                                       YES; NO;  NO;  NO;       DT_DF; NO;      NO;   NO;           0;
aten::_foobar.out;                                                   NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::_foreach_abs;                                                  YES; YES; YES; NO;       DT_DF; NO;      NO;   NO;           0;
aten::_foreach_abs.out;                                              NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::_foreach_abs_;                                                 YES; YES; YES; NO;       DT_DF; NO;      NO;   NO;           0;
aten::_foreach_acos;                                                 YES; YES; YES; NO;       DT_DF; NO;      NO;   NO;           0;
aten::_foreach_acos.out;                                             NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::_foreach_acos_;                                                YES; YES; YES; NO;       DT_DF; NO;      NO;   NO;           0;
aten::_foreach_add.List;                                             YES; YES; YES; NO;       DT_DF; NO;      NO;   NO;           0;
aten::_foreach_add.List_out;                                         NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::_foreach_add.Scalar;                                           YES; YES; YES; NO;       DT_DF; NO;      NO;   NO;           0;
aten::_foreach_add.ScalarList;                                       YES; YES; YES; NO;       DT_DF; NO;      NO;   NO;           0;
aten::_foreach_add.ScalarList_out;                                   NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::_foreach_add.Scalar_out;                                       NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::_foreach_add.Tensor;                                           YES; YES; NO;  NO;       DT_DF; YES;     NO;   NO;           0;
aten::_foreach_add.Tensor_out;                                       NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::_foreach_add_.List;                                            YES; YES; YES; NO;       DT_DF; NO;      NO;   NO;           0;
aten::_foreach_add_.Scalar;                                          YES; YES; YES; NO;       DT_DF; NO;      NO;   NO;           0;
aten::_foreach_add_.ScalarList;                                      YES; YES; YES; NO;       DT_DF; NO;      NO;   NO;           0;
aten::_foreach_add_.Tensor;                                          YES; YES; NO;  NO;       DT_DF; YES;     NO;   NO;           0;
aten::_foreach_addcdiv.Scalar;                                       YES; YES; NO;  NO;       DT_DF; YES;     NO;   NO;           0;
aten::_foreach_addcdiv.ScalarList;                                   YES; YES; NO;  NO;       DT_DF; YES;     NO;   NO;           0;
aten::_foreach_addcdiv.ScalarList_out;                               NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::_foreach_addcdiv.Scalar_out;                                   NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::_foreach_addcdiv.Tensor;                                       YES; YES; NO;  NO;       DT_DF; YES;     NO;   NO;           0;
aten::_foreach_addcdiv.Tensor_out;                                   NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::_foreach_addcdiv_.Scalar;                                      YES; YES; NO;  NO;       DT_DF; YES;     NO;   NO;           0;
aten::_foreach_addcdiv_.ScalarList;                                  YES; YES; NO;  NO;       DT_DF; YES;     NO;   NO;           0;
aten::_foreach_addcdiv_.Tensor;                                      YES; YES; NO;  NO;       DT_DF; YES;     NO;   NO;           0;
aten::_foreach_addcmul.Scalar;                                       YES; YES; NO;  NO;       DT_DF; YES;     NO;   NO;           0;
aten::_foreach_addcmul.ScalarList;                                   YES; YES; NO;  NO;       DT_DF; YES;     NO;   NO;           0;
aten::_foreach_addcmul.ScalarList_out;                               NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::_foreach_addcmul.Scalar_out;                                   NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::_foreach_addcmul.Tensor;                                       YES; YES; NO;  NO;       DT_DF; YES;     NO;   NO;           0;
aten::_foreach_addcmul.Tensor_out;                                   NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::_foreach_addcmul_.Scalar;                                      YES; YES; NO;  NO;       DT_DF; YES;     NO;   NO;           0;
aten::_foreach_addcmul_.ScalarList;                                  YES; YES; NO;  NO;       DT_DF; YES;     NO;   NO;           0;
aten::_foreach_addcmul_.Tensor;                                      YES; YES; NO;  NO;       DT_DF; YES;     NO;   NO;           0;
aten::_foreach_asin;                                                 YES; YES; YES; NO;       DT_DF; NO;      NO;   NO;           0;
aten::_foreach_asin.out;                                             NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::_foreach_asin_;                                                YES; YES; YES; NO;       DT_DF; NO;      NO;   NO;           0;
aten::_foreach_atan;                                                 YES; YES; YES; NO;       DT_DF; NO;      NO;   NO;           0;
aten::_foreach_atan.out;                                             NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::_foreach_atan_;                                                YES; YES; YES; NO;       DT_DF; NO;      NO;   NO;           0;
aten::_foreach_ceil;                                                 YES; YES; YES; NO;       DT_DF; NO;      NO;   NO;           0;
aten::_foreach_ceil.out;                                             NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::_foreach_ceil_;                                                YES; YES; YES; NO;       DT_DF; NO;      NO;   NO;           0;
aten::_foreach_clamp_max.List;                                       YES; YES; NO;  NO;       DT_DF; YES;     NO;   NO;           0;
aten::_foreach_clamp_max.List_out;                                   NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::_foreach_clamp_max.Scalar;                                     YES; YES; NO;  NO;       DT_DF; YES;     NO;   NO;           0;
aten::_foreach_clamp_max.ScalarList;                                 YES; YES; NO;  NO;       DT_DF; YES;     NO;   NO;           0;
aten::_foreach_clamp_max.ScalarList_out;                             NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::_foreach_clamp_max.Scalar_out;                                 NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::_foreach_clamp_max_.List;                                      YES; YES; NO;  NO;       DT_DF; YES;     NO;   NO;           0;
aten::_foreach_clamp_max_.Scalar;                                    YES; YES; NO;  NO;       DT_DF; YES;     NO;   NO;           0;
aten::_foreach_clamp_max_.ScalarList;                                YES; YES; NO;  NO;       DT_DF; YES;     NO;   NO;           0;
aten::_foreach_clamp_min.List;                                       YES; YES; NO;  NO;       DT_DF; YES;     NO;   NO;           0;
aten::_foreach_clamp_min.List_out;                                   NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::_foreach_clamp_min.Scalar;                                     YES; YES; NO;  NO;       DT_DF; YES;     NO;   NO;           0;
aten::_foreach_clamp_min.ScalarList;                                 YES; YES; NO;  NO;       DT_DF; YES;     NO;   NO;           0;
aten::_foreach_clamp_min.ScalarList_out;                             NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::_foreach_clamp_min.Scalar_out;                                 NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::_foreach_clamp_min_.List;                                      YES; YES; NO;  NO;       DT_DF; YES;     NO;   NO;           0;
aten::_foreach_clamp_min_.Scalar;                                    YES; YES; NO;  NO;       DT_DF; YES;     NO;   NO;           0;
aten::_foreach_clamp_min_.ScalarList;                                YES; YES; NO;  NO;       DT_DF; YES;     NO;   NO;           0;
aten::_foreach_copy;                                                 NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::_foreach_copy.out;                                             NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::_foreach_copy_;                                                YES; YES; NO;  NO;       DT_DF; YES;     NO;   NO;           0;
aten::_foreach_cos;                                                  YES; YES; YES; NO;       DT_DF; NO;      NO;   NO;           0;
aten::_foreach_cos.out;                                              NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::_foreach_cos_;                                                 YES; YES; YES; NO;       DT_DF; NO;      NO;   NO;           0;
aten::_foreach_cosh;                                                 YES; YES; YES; NO;       DT_DF; NO;      NO;   NO;           0;
aten::_foreach_cosh.out;                                             NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::_foreach_cosh_;                                                YES; YES; YES; NO;       DT_DF; NO;      NO;   NO;           0;
aten::_foreach_div.List;                                             YES; YES; NO;  NO;       DT_DF; YES;     NO;   NO;           0;
aten::_foreach_div.List_out;                                         NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::_foreach_div.Scalar;                                           YES; YES; NO;  NO;       DT_DF; YES;     NO;   NO;           0;
aten::_foreach_div.ScalarList;                                       YES; YES; NO;  NO;       DT_DF; YES;     NO;   NO;           0;
aten::_foreach_div.ScalarList_out;                                   NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::_foreach_div.Scalar_out;                                       NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
aten::_foreach_div.Tensor;                                           YES; YES; NO;  NO;       DT_DF; YES;     NO;   NO;           0;
aten::_foreach_div.Tensor_out;                                       NO;  NO;  NO;  NO;       DT_DT; NO;      NO;   NO;           0;
